기간,HS코드,품목명,수출 중량,수출 금액,수입 중량,수입 금액,무역수지
"2022-06","8601","철도용 기관차(외부 전원이나 축전지로 주행하는 것으로 한정한다)",0.0,0,0.0,0,0
"2022-06","8603","자주식(自走式) 철도용이나 궤도용 객차와 화차(제8604호의 것은 제외한다)",1231.5,40495,0.0,0,40495
"2022-06","8606","철도용이나 궤도용 화차[자주식(自走式)은 제외한다]",522.1,2195,125.0,487,1708
"2022-06","8607","철도용이나 궤도용 기관차나 차량의 부분품",678.9,6721,2320.1,18953,-12233
"2022-06","8802","그 밖의 항공기(예: 헬리콥터ㆍ비행기)(제8806호의 무인기를 제외한다), 우주선(인공위성을 포함한다)ㆍ서보비틀(suborbital) 발사체ㆍ우주선 발사체",4.2,1145,245.0,350400,-349255
"2022-06","9018","내과용ㆍ외과용ㆍ치과용ㆍ수의과용 기기[신티그래픽(scintigraphic)식 진단기기ㆍ그 밖의 전기식 의료기기와 시력 검사기기를 포함한다]",1941.6,219784,3143.7,201630,18154
"2022-06","9019","기계요법용 기기, 마사지용 기기, 심리학적 적성검사용 기기, 오존 흡입기ㆍ산소 흡입기ㆍ에어로졸 치료기ㆍ인공호흡기나 그 밖의 치료용 호흡기기",127.2,6514,4276.3,49871,-43357
"2022-06","9020","그 밖의 호흡용 기기와 가스마스크(기계적인 부분품과 교환용 필터를 모두 갖추지 않은 보호용 마스크는 제외한다)",128.1,4651,51.0,2705,1946
"2022-06","9021","정형외과용 기기(목발ㆍ외과용 벨트와 탈장대를 포함한다), 골절 치료용 부목과 그 밖의 골절 치료구, 인공 인체 부분, 보청기, 결함ㆍ장애를 보정하기 위하여 착용하거나 휴대하거나 인체에 삽입하는 그 밖의 기기",129.8,91038,244.3,103872,-12834
"2022-06","9022","엑스선이나 알파선ㆍ베타선ㆍ감마선ㆍ그 밖의 전리선을 사용하는 기기(내과용ㆍ외과용ㆍ치과용ㆍ수의과용인지에 상관없으며 방사선 사진용이나 방사선 치료용 기기ㆍ엑스선관과 그 밖의 엑스선 발생기ㆍ고압 발생기ㆍ조절반ㆍ스크린ㆍ검사용이나 치료용 테이블ㆍ의자와 이와 유사한 물품을 포함한다)",942.0,89727,318.8,50118,39609
"2022-07","2106","따로 분류되지 않은 조제 식료품",16411.3,61002,15086.6,209024,-148021
"2022-07","3004","의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다]",1573.8,69639,6217.8,348329,-278691
"2022-07","6101","남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(메리야스 편물과 뜨개질 편물로 한정하며, 제6103호의 것은 제외한다)",53.3,707,146.8,4812,-4104
"2022-07","6111","유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",7.0,273,190.2,5566,-5293
"2022-07","6201","남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(제6203호의 것은 제외한다)",145.2,3310,2058.2,84940,-81631
"2022-07","7308","철강으로 만든 구조물(제9406호의 조립식 건축물은 제외한다)과 구조물의 부분품[예: 다리와 교량ㆍ수문ㆍ탑ㆍ격자주(格子柱)ㆍ지붕ㆍ지붕틀ㆍ문과 창 및 이들의 틀과 문지방ㆍ셔터ㆍ난간ㆍ기둥], 구조물용으로 가공한 철강으로 만든 판ㆍ대ㆍ봉ㆍ형재(形材)ㆍ관(管)과 이와 유사한 것",47558.0,166946,50923.2,92815,74131
"2022-07","8432","농업용ㆍ원예용ㆍ임업용 기계(토양 정리용이나 경작용으로 한정한다)와 잔디용이나 운동장용 롤러",703.9,4138,370.8,2289,1849
"2022-07","8479","이 류에 따로 분류되지 않은 기계류(고유의 기능을 가진 것으로 한정한다)",13441.9,433114,5966.7,180153,252961
"2022-07","8502","발전세트와 회전변환기",347.2,6001,1468.1,21771,-15770
"2022-07","8503","부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)",3422.6,43499,3935.3,32458,11041
"2022-07","8507","축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)",85339.4,882860,19061.9,559629,323231
"2022-07","8509","전기기계식의 가정용 기기(전동기를 갖춘 것으로 한정하며, 제8508호의 진공청소기는 제외한다)",679.9,15191,2815.0,42642,-27451
"2022-07","8510","면도기ㆍ이발기ㆍ모발제거기[전동기를 갖춘 것으로 한정한다]",0.8,62,166.4,9457,-9395
"2022-07","8511","불꽃점화식이나 압축점화식 내연기관의 점화용ㆍ시동용 전기기기(예: 점화용 자석발전기ㆍ자석발전기ㆍ점화코일ㆍ점화플러그ㆍ예열플러그ㆍ시동전동기), 내연기관에 부속되는 발전기(예: 직류발전기ㆍ교류발전기)와 개폐기",3078.4,38490,823.7,16213,22277
"2022-07","8512","전기식 조명용이나 신호용 기구(제8539호의 물품은 제외한다)ㆍ윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister)(자전거용이나 자동차용으로 한정한다)",4061.2,114836,1076.3,30600,84236
"2022-07","8513","휴대용 전등(건전지ㆍ축전지ㆍ자석발전기와 같은 자체 전원기능을 갖춘 것으로 한정하며, 제8512호의 조명기구는 제외한다)",8.1,677,180.6,3827,-3150
"2022-07","8514","공업용이나 실험실용 전기식 노(爐)와 오븐[전자유도식이나 유전손실(dielectric loss)식을 포함한다]과 그 밖의 공업용이나 실험실용의 전자유도식이나 유전손실(dielectric loss)식 가열기",643.2,13680,664.8,10237,3443
"2022-07","8515","전기식(전기발열에 따른 가스식을 포함한다)ㆍ레이저나 그 밖의 광선식ㆍ광자빔식ㆍ초음파식ㆍ전자빔식ㆍ자기펄스(magnetic pulse)식ㆍ플라즈마 아크(plasma arc)식 납땜용ㆍ땜질용이나 용접용 기기(절단기능이 있는지에 상관없다), 금속이나 서멧(cermet)의 가열분사용 전기식 기기",548.9,32153,480.2,16766,15387
"2022-07","8516","전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기, 난방기기와 토양가열기, 전기가열식 이용기기[예: 헤어드라이어ㆍ헤어컬러(hair curler)ㆍ컬링통히터(curling tong heater)], 손 건조기, 전기다리미, 그 밖의 가정용 전열기기, 전열용 저항체(제8545호의 것은 제외한다)",3763.0,69792,8664.6,117770,-47979
"2022-07","8517","전화기(셀룰러 통신망용이나 그 밖의 무선통신망용의 스마트폰과 그 밖의 전화기를 포함한다)와 음성ㆍ영상이나 그 밖의 자료의 송신용ㆍ수신용 그 밖의 기기(근거리 통신망이나 원거리 통신망과 같은 유선ㆍ무선 통신망에서 통신하기 위한 기기를 포함하며, 제8443호ㆍ제8525호ㆍ제8527호ㆍ제8528호의 송신용ㆍ수신용 기기는 제외한다)",1185.5,639045,2757.8,867903,-228858
"2022-07","8528","텔레비전 수신기기를 갖추지 않은 모니터와 프로젝터, 텔레비전 수신용 기기(라디오 방송용 수신기기ㆍ음성이나 영상의 기록용 기기나 재생용 기기를 결합한 것인지에 상관없다)",1349.4,66986,6496.6,195049,-128063
"2022-07","8541","반도체 디바이스(예: 다이오드ㆍ트랜지스터ㆍ반도체 기반 트랜스듀서), 감광성 반도체 디바이스(광전지는 모듈에 조립되었거나 패널로 구성되었는지 여부와 관계없이 포함한다), 발광다이오드[(엘이디), 다른 발광다이오드와 결합되었는지 여부과 관계없이 포함한다], 장착된 압전기 결정소자",21760.8,370499,8187.1,495438,-124939
"2022-07","8603","자주식(自走式) 철도용이나 궤도용 객차와 화차(제8604호의 것은 제외한다)",2559.6,84618,4.2,231,84387
"2022-07","8604","철도나 궤도의 유지용이나 보수용 차량[자주식(自走式)의 것인지에 상관없다][예: 공작차(workshop)ㆍ기중기차(crane)ㆍ밸러스트 템퍼(ballast tamper)ㆍ트랙라이너(trackliner)ㆍ검사차ㆍ궤도검사차]",0.6,3,136.5,5829,-5826
"2022-07","8605","철도용이나 궤도용 객차[자주식(自走式)은 제외한다], 수하물차ㆍ우편차와 그 밖의 철도용이나 궤도용 특수용도차[자주식(自走式)과 제8604호의 것은 제외한다]",259.6,12642,0.0,0,12642
"2022-07","8607","철도용이나 궤도용 기관차나 차량의 부분품",1070.3,7425,2232.4,18185,-10761
"2022-07","8802","그 밖의 항공기(예: 헬리콥터ㆍ비행기)(제8806호의 무인기를 제외한다), 우주선(인공위성을 포함한다)ㆍ서보비틀(suborbital) 발사체ㆍ우주선 발사체",0.5,75432,45.2,46038,29394
"2022-07","9018","내과용ㆍ외과용ㆍ치과용ㆍ수의과용 기기[신티그래픽(scintigraphic)식 진단기기ㆍ그 밖의 전기식 의료기기와 시력 검사기기를 포함한다]",2095.5,203392,2939.5,209264,-5872
"2022-07","9019","기계요법용 기기, 마사지용 기기, 심리학적 적성검사용 기기, 오존 흡입기ㆍ산소 흡입기ㆍ에어로졸 치료기ㆍ인공호흡기나 그 밖의 치료용 호흡기기",141.3,5706,3877.6,47500,-41794
"2022-07","9020","그 밖의 호흡용 기기와 가스마스크(기계적인 부분품과 교환용 필터를 모두 갖추지 않은 보호용 마스크는 제외한다)",67.8,1849,47.5,3670,-1820
"2022-07","9021","정형외과용 기기(목발ㆍ외과용 벨트와 탈장대를 포함한다), 골절 치료용 부목과 그 밖의 골절 치료구, 인공 인체 부분, 보청기, 결함ㆍ장애를 보정하기 위하여 착용하거나 휴대하거나 인체에 삽입하는 그 밖의 기기",125.2,75923,231.8,82599,-6676
"2022-07","9022","엑스선이나 알파선ㆍ베타선ㆍ감마선ㆍ그 밖의 전리선을 사용하는 기기(내과용ㆍ외과용ㆍ치과용ㆍ수의과용인지에 상관없으며 방사선 사진용이나 방사선 치료용 기기ㆍ엑스선관과 그 밖의 엑스선 발생기ㆍ고압 발생기ㆍ조절반ㆍ스크린ㆍ검사용이나 치료용 테이블ㆍ의자와 이와 유사한 물품을 포함한다)",825.2,80344,299.1,47688,32656
"2022-08","2106","따로 분류되지 않은 조제 식료품",16091.8,60024,14415.5,214186,-154162
"2022-08","3004","의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다]",1539.1,59028,4874.4,343855,-284826
"2022-08","6101","남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(메리야스 편물과 뜨개질 편물로 한정하며, 제6103호의 것은 제외한다)",47.3,797,435.5,10452,-9656
"2022-08","6111","유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",28.3,634,205.8,5601,-4967
"2022-08","6201","남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(제6203호의 것은 제외한다)",132.2,4440,3229.7,138914,-134474
"2022-08","7308","철강으로 만든 구조물(제9406호의 조립식 건축물은 제외한다)과 구조물의 부분품[예: 다리와 교량ㆍ수문ㆍ탑ㆍ격자주(格子柱)ㆍ지붕ㆍ지붕틀ㆍ문과 창 및 이들의 틀과 문지방ㆍ셔터ㆍ난간ㆍ기둥], 구조물용으로 가공한 철강으로 만든 판ㆍ대ㆍ봉ㆍ형재(形材)ㆍ관(管)과 이와 유사한 것",34484.8,112341,49492.4,86010,26331
"2022-08","8432","농업용ㆍ원예용ㆍ임업용 기계(토양 정리용이나 경작용으로 한정한다)와 잔디용이나 운동장용 롤러",387.1,2385,406.0,4090,-1705
"2022-08","8479","이 류에 따로 분류되지 않은 기계류(고유의 기능을 가진 것으로 한정한다)",11293.2,348374,5450.9,187454,160920
"2022-08","8502","발전세트와 회전변환기",1809.0,19099,876.8,11390,7710
"2022-08","8503","부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)",2758.2,36246,4093.8,35453,793
"2022-08","8507","축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)",77185.0,940109,19858.5,610329,329781
"2022-08","8509","전기기계식의 가정용 기기(전동기를 갖춘 것으로 한정하며, 제8508호의 진공청소기는 제외한다)",807.4,17410,1842.7,30116,-12706
"2022-08","8510","면도기ㆍ이발기ㆍ모발제거기[전동기를 갖춘 것으로 한정한다]",0.8,61,162.3,8628,-8566
"2022-08","8511","불꽃점화식이나 압축점화식 내연기관의 점화용ㆍ시동용 전기기기(예: 점화용 자석발전기ㆍ자석발전기ㆍ점화코일ㆍ점화플러그ㆍ예열플러그ㆍ시동전동기), 내연기관에 부속되는 발전기(예: 직류발전기ㆍ교류발전기)와 개폐기",2846.1,35257,874.4,19370,15887
"2022-08","8512","전기식 조명용이나 신호용 기구(제8539호의 물품은 제외한다)ㆍ윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister)(자전거용이나 자동차용으로 한정한다)",3293.3,89454,982.8,33942,55513
"2022-08","8513","휴대용 전등(건전지ㆍ축전지ㆍ자석발전기와 같은 자체 전원기능을 갖춘 것으로 한정하며, 제8512호의 조명기구는 제외한다)",6.6,472,173.8,4022,-3550
"2022-08","8514","공업용이나 실험실용 전기식 노(爐)와 오븐[전자유도식이나 유전손실(dielectric loss)식을 포함한다]과 그 밖의 공업용이나 실험실용의 전자유도식이나 유전손실(dielectric loss)식 가열기",708.5,16580,1134.0,30566,-13986
"2022-08","8515","전기식(전기발열에 따른 가스식을 포함한다)ㆍ레이저나 그 밖의 광선식ㆍ광자빔식ㆍ초음파식ㆍ전자빔식ㆍ자기펄스(magnetic pulse)식ㆍ플라즈마 아크(plasma arc)식 납땜용ㆍ땜질용이나 용접용 기기(절단기능이 있는지에 상관없다), 금속이나 서멧(cermet)의 가열분사용 전기식 기기",572.9,36143,499.5,21347,14796
"2022-08","8516","전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기, 난방기기와 토양가열기, 전기가열식 이용기기[예: 헤어드라이어ㆍ헤어컬러(hair curler)ㆍ컬링통히터(curling tong heater)], 손 건조기, 전기다리미, 그 밖의 가정용 전열기기, 전열용 저항체(제8545호의 것은 제외한다)",3292.1,58544,9070.1,113955,-55411
"2022-08","8517","전화기(셀룰러 통신망용이나 그 밖의 무선통신망용의 스마트폰과 그 밖의 전화기를 포함한다)와 음성ㆍ영상이나 그 밖의 자료의 송신용ㆍ수신용 그 밖의 기기(근거리 통신망이나 원거리 통신망과 같은 유선ㆍ무선 통신망에서 통신하기 위한 기기를 포함하며, 제8443호ㆍ제8525호ㆍ제8527호ㆍ제8528호의 송신용ㆍ수신용 기기는 제외한다)",1042.1,563840,2896.7,1295985,-732144
"2022-08","8528","텔레비전 수신기기를 갖추지 않은 모니터와 프로젝터, 텔레비전 수신용 기기(라디오 방송용 수신기기ㆍ음성이나 영상의 기록용 기기나 재생용 기기를 결합한 것인지에 상관없다)",1435.0,68319,6938.4,199047,-130728
"2022-08","8541","반도체 디바이스(예: 다이오드ㆍ트랜지스터ㆍ반도체 기반 트랜스듀서), 감광성 반도체 디바이스(광전지는 모듈에 조립되었거나 패널로 구성되었는지 여부와 관계없이 포함한다), 발광다이오드[(엘이디), 다른 발광다이오드와 결합되었는지 여부과 관계없이 포함한다], 장착된 압전기 결정소자",22360.3,384935,8184.2,493479,-108543
"2022-08","8601","철도용 기관차(외부 전원이나 축전지로 주행하는 것으로 한정한다)",0.0,0,0.0,0,0
"2022-08","8603","자주식(自走式) 철도용이나 궤도용 객차와 화차(제8604호의 것은 제외한다)",2761.6,85332,10.7,418,84914
"2022-08","8604","철도나 궤도의 유지용이나 보수용 차량[자주식(自走式)의 것인지에 상관없다][예: 공작차(workshop)ㆍ기중기차(crane)ㆍ밸러스트 템퍼(ballast tamper)ㆍ트랙라이너(trackliner)ㆍ검사차ㆍ궤도검사차]",36.0,990,0.0,0,990
"2022-08","8605","철도용이나 궤도용 객차[자주식(自走式)은 제외한다], 수하물차ㆍ우편차와 그 밖의 철도용이나 궤도용 특수용도차[자주식(自走式)과 제8604호의 것은 제외한다]",259.6,12527,0.0,0,12527
"2022-08","8606","철도용이나 궤도용 화차[자주식(自走式)은 제외한다]",519.3,1584,0.0,0,1584
"2022-08","8607","철도용이나 궤도용 기관차나 차량의 부분품",975.8,6162,1344.5,13889,-7727
"2022-08","8802","그 밖의 항공기(예: 헬리콥터ㆍ비행기)(제8806호의 무인기를 제외한다), 우주선(인공위성을 포함한다)ㆍ서보비틀(suborbital) 발사체ㆍ우주선 발사체",0.1,85,229.7,57351,-57266
"2022-08","9018","내과용ㆍ외과용ㆍ치과용ㆍ수의과용 기기[신티그래픽(scintigraphic)식 진단기기ㆍ그 밖의 전기식 의료기기와 시력 검사기기를 포함한다]",1939.3,192723,3324.2,223532,-30809
"2022-08","9019","기계요법용 기기, 마사지용 기기, 심리학적 적성검사용 기기, 오존 흡입기ㆍ산소 흡입기ㆍ에어로졸 치료기ㆍ인공호흡기나 그 밖의 치료용 호흡기기",112.7,5251,3913.2,46851,-41600
"2022-08","9020","그 밖의 호흡용 기기와 가스마스크(기계적인 부분품과 교환용 필터를 모두 갖추지 않은 보호용 마스크는 제외한다)",85.7,2033,29.5,2643,-610
"2022-08","9021","정형외과용 기기(목발ㆍ외과용 벨트와 탈장대를 포함한다), 골절 치료용 부목과 그 밖의 골절 치료구, 인공 인체 부분, 보청기, 결함ㆍ장애를 보정하기 위하여 착용하거나 휴대하거나 인체에 삽입하는 그 밖의 기기",129.6,74190,255.4,68088,6102
"2022-08","9022","엑스선이나 알파선ㆍ베타선ㆍ감마선ㆍ그 밖의 전리선을 사용하는 기기(내과용ㆍ외과용ㆍ치과용ㆍ수의과용인지에 상관없으며 방사선 사진용이나 방사선 치료용 기기ㆍ엑스선관과 그 밖의 엑스선 발생기ㆍ고압 발생기ㆍ조절반ㆍ스크린ㆍ검사용이나 치료용 테이블ㆍ의자와 이와 유사한 물품을 포함한다)",795.9,73412,403.4,59390,14022
"2022-09","2106","따로 분류되지 않은 조제 식료품",15367.2,62976,12611.2,167806,-104830
"2022-09","3004","의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다]",1641.1,71321,5833.2,383701,-312381
"2022-09","6101","남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(메리야스 편물과 뜨개질 편물로 한정하며, 제6103호의 것은 제외한다)",72.4,1304,688.6,16654,-15350
"2022-09","6111","유아용 의류와 그 부속품(메리야스 편물이나 뜨개질 편물로 한정한다)",46.3,652,162.6,4529,-3877
"2022-09","6201","남성용이나 소년용 오버코트(overcoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)ㆍ아노락(anorak)(스키재킷을 포함한다)ㆍ윈드치터(wind-cheater)ㆍ윈드재킷(wind-jacket)과 이와 유사한 의류(제6203호의 것은 제외한다)",162.8,4856,5001.7,196459,-191602
"2022-09","7308","철강으로 만든 구조물(제9406호의 조립식 건축물은 제외한다)과 구조물의 부분품[예: 다리와 교량ㆍ수문ㆍ탑ㆍ격자주(格子柱)ㆍ지붕ㆍ지붕틀ㆍ문과 창 및 이들의 틀과 문지방ㆍ셔터ㆍ난간ㆍ기둥], 구조물용으로 가공한 철강으로 만든 판ㆍ대ㆍ봉ㆍ형재(形材)ㆍ관(管)과 이와 유사한 것",31329.9,86623,52198.9,95216,-8593
"2022-09","8432","농업용ㆍ원예용ㆍ임업용 기계(토양 정리용이나 경작용으로 한정한다)와 잔디용이나 운동장용 롤러",484.1,3307,242.2,1752,1555
"2022-09","8479","이 류에 따로 분류되지 않은 기계류(고유의 기능을 가진 것으로 한정한다)",9896.4,355509,4382.1,147883,207626
"2022-09","8502","발전세트와 회전변환기",1496.4,16911,1195.4,15303,1608
"2022-09","8503","부분품(제8501호나 제8502호의 기계에 전용되거나 주로 사용되는 것으로 한정한다)",2838.5,42345,3691.2,36885,5460
"2022-09","8507","축전지(격리판을 포함하며, 직사각형이나 정사각형인지에 상관없다)",83305.2,943621,19239.1,615379,328241
"2022-09","8509","전기기계식의 가정용 기기(전동기를 갖춘 것으로 한정하며, 제8508호의 진공청소기는 제외한다)",853.1,17804,1726.5,26349,-8545
"2022-09","8510","면도기ㆍ이발기ㆍ모발제거기[전동기를 갖춘 것으로 한정한다]",0.4,84,180.5,10272,-10188
"2022-09","8511","불꽃점화식이나 압축점화식 내연기관의 점화용ㆍ시동용 전기기기(예: 점화용 자석발전기ㆍ자석발전기ㆍ점화코일ㆍ점화플러그ㆍ예열플러그ㆍ시동전동기), 내연기관에 부속되는 발전기(예: 직류발전기ㆍ교류발전기)와 개폐기",3007.8,40332,877.3,17908,22424
"2022-09","8512","전기식 조명용이나 신호용 기구(제8539호의 물품은 제외한다)ㆍ윈드스크린와이퍼(windscreen wiper)ㆍ제상기(defroster)ㆍ제무기(demister)(자전거용이나 자동차용으로 한정한다)",3827.4,123019,942.4,28633,94385
"2022-09","8513","휴대용 전등(건전지ㆍ축전지ㆍ자석발전기와 같은 자체 전원기능을 갖춘 것으로 한정하며, 제8512호의 조명기구는 제외한다)",3.7,217,203.4,3570,-3353
"2022-09","8514","공업용이나 실험실용 전기식 노(爐)와 오븐[전자유도식이나 유전손실(dielectric loss)식을 포함한다]과 그 밖의 공업용이나 실험실용의 전자유도식이나 유전손실(dielectric loss)식 가열기",643.6,14432,1065.4,19615,-5183
"2022-09","8515","전기식(전기발열에 따른 가스식을 포함한다)ㆍ레이저나 그 밖의 광선식ㆍ광자빔식ㆍ초음파식ㆍ전자빔식ㆍ자기펄스(magnetic pulse)식ㆍ플라즈마 아크(plasma arc)식 납땜용ㆍ땜질용이나 용접용 기기(절단기능이 있는지에 상관없다), 금속이나 서멧(cermet)의 가열분사용 전기식 기기",430.7,24188,474.3,16924,7264
"2022-09","8516","전기식의 즉시식ㆍ저장식 물가열기와 투입식 가열기, 난방기기와 토양가열기, 전기가열식 이용기기[예: 헤어드라이어ㆍ헤어컬러(hair curler)ㆍ컬링통히터(curling tong heater)], 손 건조기, 전기다리미, 그 밖의 가정용 전열기기, 전열용 저항체(제8545호의 것은 제외한다)",2729.1,48130,9880.3,119309,-71178
"2022-09","8517","전화기(셀룰러 통신망용이나 그 밖의 무선통신망용의 스마트폰과 그 밖의 전화기를 포함한다)와 음성ㆍ영상이나 그 밖의 자료의 송신용ㆍ수신용 그 밖의 기기(근거리 통신망이나 원거리 통신망과 같은 유선ㆍ무선 통신망에서 통신하기 위한 기기를 포함하며, 제8443호ㆍ제8525호ㆍ제8527호ㆍ제8528호의 송신용ㆍ수신용 기기는 제외한다)",1477.1,741023,2561.9,858383,-117360
"2022-09","8528","텔레비전 수신기기를 갖추지 않은 모니터와 프로젝터, 텔레비전 수신용 기기(라디오 방송용 수신기기ㆍ음성이나 영상의 기록용 기기나 재생용 기기를 결합한 것인지에 상관없다)",1440.2,74985,6422.7,165911,-90927
"2022-09","8541","반도체 디바이스(예: 다이오드ㆍ트랜지스터ㆍ반도체 기반 트랜스듀서), 감광성 반도체 디바이스(광전지는 모듈에 조립되었거나 패널로 구성되었는지 여부와 관계없이 포함한다), 발광다이오드[(엘이디), 다른 발광다이오드와 결합되었는지 여부과 관계없이 포함한다], 장착된 압전기 결정소자",22198.0,391316,7740.9,467435,-76119
"2022-09","8601","철도용 기관차(외부 전원이나 축전지로 주행하는 것으로 한정한다)",0.0,0,10.0,181,-181
"2022-09","8603","자주식(自走式) 철도용이나 궤도용 객차와 화차(제8604호의 것은 제외한다)",1257.3,44169,0.0,0,44169
"2022-09","8604","철도나 궤도의 유지용이나 보수용 차량[자주식(自走式)의 것인지에 상관없다][예: 공작차(workshop)ㆍ기중기차(crane)ㆍ밸러스트 템퍼(ballast tamper)ㆍ트랙라이너(trackliner)ㆍ검사차ㆍ궤도검사차]",127.0,507,0.0,0,507
"2022-09","8605","철도용이나 궤도용 객차[자주식(自走式)은 제외한다], 수하물차ㆍ우편차와 그 밖의 철도용이나 궤도용 특수용도차[자주식(自走式)과 제8604호의 것은 제외한다]",259.6,12527,0.0,0,12527
"2022-09","8606","철도용이나 궤도용 화차[자주식(自走式)은 제외한다]",0.0,0,0.0,1,-1
"2022-09","8607","철도용이나 궤도용 기관차나 차량의 부분품",1063.3,6434,1838.4,13145,-6711
"2022-09","8802","그 밖의 항공기(예: 헬리콥터ㆍ비행기)(제8806호의 무인기를 제외한다), 우주선(인공위성을 포함한다)ㆍ서보비틀(suborbital) 발사체ㆍ우주선 발사체",520.6,114508,280.9,131286,-16778
"2022-09","9018","내과용ㆍ외과용ㆍ치과용ㆍ수의과용 기기[신티그래픽(scintigraphic)식 진단기기ㆍ그 밖의 전기식 의료기기와 시력 검사기기를 포함한다]",2186.0,231866,2865.8,185315,46551
"2022-09","9019","기계요법용 기기, 마사지용 기기, 심리학적 적성검사용 기기, 오존 흡입기ㆍ산소 흡입기ㆍ에어로졸 치료기ㆍ인공호흡기나 그 밖의 치료용 호흡기기",138.5,6586,4053.5,45101,-38516
"2022-09","9020","그 밖의 호흡용 기기와 가스마스크(기계적인 부분품과 교환용 필터를 모두 갖추지 않은 보호용 마스크는 제외한다)",57.0,1437,33.9,2401,-964
"2022-09","9021","정형외과용 기기(목발ㆍ외과용 벨트와 탈장대를 포함한다), 골절 치료용 부목과 그 밖의 골절 치료구, 인공 인체 부분, 보청기, 결함ㆍ장애를 보정하기 위하여 착용하거나 휴대하거나 인체에 삽입하는 그 밖의 기기",122.6,77334,200.3,68887,8446
"2022-09","9022","엑스선이나 알파선ㆍ베타선ㆍ감마선ㆍ그 밖의 전리선을 사용하는 기기(내과용ㆍ외과용ㆍ치과용ㆍ수의과용인지에 상관없으며 방사선 사진용이나 방사선 치료용 기기ㆍ엑스선관과 그 밖의 엑스선 발생기ㆍ고압 발생기ㆍ조절반ㆍ스크린ㆍ검사용이나 치료용 테이블ㆍ의자와 이와 유사한 물품을 포함한다)",905.4,85370,320.4,57021,28349
"2022-10","2106","따로 분류되지 않은 조제 식료품",15347.0,56371,11656.0,168692,-112321
"2022-10","3004","의약품[혼합한 것인지에 상관없으며 치료용이나 예방용의 것으로서 일정한 투여량으로 한 것(피부 투여의 형식을 취한 것을 포함한다)과 소매용 모양이나 포장을 한 것으로 한정하며, 제3002호ㆍ제3005호ㆍ제3006호의 물품은 제외한다]",1725.6,74359,4854.8,481824,-407465
